booking_id,hotel_id,hotel_name,country,city,customer_id,customer_name,customer_email,channel,room_type,meal_plan,booking_date,checkin_date,checkout_date,nights,adults,children,revenue,status,is_cancelled
B118893,1,Mediterraneum Palma Bay,Spain,Palma,23218,Laura Dimitriou,laura.dimitriou23218@example.com,BOOKING,Superior,Half Board,21-10-24,2024-11-01,4-11-24,3,2,0,497.32,Confirmed,False
B118894,31,Mediterraneum Roma Veneto,Italy,Roma,20589,Paula Bianchi,paula.bianchi20589@example.com,direct,Suite,All Inclusive,2024-04-26,2024-05-17,2024-05-18,1,1,0,469.56,Confirmed,False
B118895,37,Mediterraneum Creta Heraklion,Greece,Heraklion,18587,  Carlos Nikolaou ,carlos.nikolaou18587@example.com,Corporate,Standard,All Inclusive,18/03/2025,10/04/2025,2025-04-13,3,2,0,719.05,Confirmed,False
B118896,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,15388,  Nikos Russo ,nikos.russo15388@example.com,Agency,Standard,,2025-03-08,2025-03-29,31/03/2025,2,2,1,279.01,Cancelled,True
B118897,6,Mediterraneum Malaga Port,Spain,Malaga,10238,Maria Ferrari,maria.ferrari10238@example.com,Direct,Superior,Half Board,2024-11-26,27/02/2025,01/03/2025,2,2,0,287.46,Confirmed,False
B118898,4,Mediterraneum Formentera,Spain,Formentera,18061,Laura Bianchi,laura.bianchi18061@example.com,booking.com,Standard,Room Only,2025-01-12,2025-01-31,2025-02-02,2,2,2,155.79,NoShow,False
B118899,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,14354,Paula Martinez,paula.martinez14354@example.com,booking.com,Superior,Breakfast,2023-01-21,2023-03-22,2023-03-26,4,2,1,674.96,Confirmed,False
B118900,21,Mediterraneum Bilbao Ria,Spain,Bilbao,11223,Andreas Papadopoulos,andreas.papadopoulos11223@example.com,Booking,Standard,Breakfast,11/10/2024,20-10-24,22/10/2024,2,2,0,256.85,Cancelled,False
B118901,15,Mediterraneum Madrid Centro,Spain,Madrid,12590,Laura Papadopoulos,laura.papadopoulos12590@example.com,booking.com,Suite,Breakfast,2025-10-05,18-10-25,2025-10-20,2,2,2,570.55,Confirmed,False
B118902,13,Mediterraneum Lanzarote,Spain,Playa Blanca,18221,Dimitris Ferrari,dimitris.ferrari18221@example.com,Booking,Standard,All Inclusive,27/05/2024,2024-11-03,2024-11-06,3,3,0,458.8,Confirmed,False
B118903,4,Mediterraneum Formentera,Spain,Formentera,10689,Ana Lopez,ana.lopez10689@example.com,Expedia,Standard,Breakfast,2024-05-12,16/05/2024,19/05/2024,3,2,0,402.72,Confirmed,False
B118904,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,24702,Ana Ferrari,ana.ferrari24702@example.com,booking.com,Standard,Half Board,2023-12-28,2024-02-17,18/02/2024,1,3,1,119.3,Confirmed,False
B118905,31,Mediterraneum Roma Veneto,Italy,Roma,24050,Francesco Rossi,francesco.rossi24050@example.com,Booking,Standard,Breakfast,2025-02-15,26-5-25,2025-05-27,1,2,0,192.14,Confirmed,False
B118906,26,Mediterraneum Taormina,Italy,Taormina,16014,Carlos Lopez,carlos.lopez16014@example.com,Direct,Superior,Breakfast,2025-05-31,2025-06-12,2025-06-19,7,2,0,2058.92,Confirmed,False
B118907,30,Mediterraneum Roma Trastevere,Italy,Roma,10588,Jose Lopez,jose.lopez10588@example.com,BOOKING,Suite,All Inclusive,2024-12-02,18/12/2024,2024-12-20,2,1,0,635.24,Confirmed,False
B118908,19,Mediterraneum Valencia Ciutat,Spain,Valencia,15418,Maria Ferrari,maria.ferrari15418@example.com,Agency,Standard,All Inclusive,2023-07-27,8-8-23,15/08/2023,7,3,0,2425.33,Confirmed,True
B118909,26,Mediterraneum Taormina,Italy,Taormina,20157,Antonio Ferrari,antonio.ferrari20157@example.com,Direct,Suite,Half Board,2025-06-19,31/07/2025,5-8-25,5,3,2,4001.19,Confirmed,False
B118910,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,19489,Giulia Bianchi,giulia.bianchi19489@example.com,booking.com,Standard,Half Board,11/04/2024,2024-05-04,2024-05-07,3,2,2,467.41,Confirmed,False
B118911,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,23772,Maria Garcia,maria.garcia23772@example.com,booking.com,Standard,All Inclusive,2023-09-03,2023-09-26,01/10/2023,5,4,2,1729.69,Confirmed,False
B118912,14,Mediterraneum Fuerteventura,Spain,Corralejo,16679,Antonio Nikolaou,antonio.nikolaou16679@example.com,BOOKING,Standard,Breakfast,01/07/2025,09/07/2025,2025-07-16,7,2,1,1689.11,Cancelled,True
B118913,27,Mediterraneum Palermo Centro,Italy,Palermo,11574,Isabella Rossi,isabella.rossi11574@example.com,Booking,Standard,Breakfast,2025-09-29,2025-11-24,2025-11-25,1,2,0,144.07,Confirmed,False
B118914,9,Mediterraneum Cadaques Art,Spain,Cadaques,11082,Eleni Garcia,eleni.garcia11082@example.com,Expedia,Standard,All Inclusive,2024-03-03,2024-07-26,2-8-24,7,2,1,2176.93,Cancelled,True
B118915,27,Mediterraneum Palermo Centro,Italy,Palermo,21645,Nikos Garcia,nikos.garcia21645@example.com,BOOKING,STANDARD,Breakfast,2025-09-20,2025-12-05,07/12/2025,2,2,2,259.51,Confirmed,False
B118916,38,Mediterraneum Creta Chania,Greece,Chania,10152,Pablo Nikolaou,pablo.nikolaou10152@example.com,Corporate,Standard,Room Only,2025-02-06,21/03/2025,25/03/2025,4,2,2,421.12,Confirmed,False
B118917,34,Mediterraneum Milano Duomo,Italy,Milano,17440,Lucia Dimitriou,lucia.dimitriou17440@example.com,Booking,Superior,Half Board,12/04/2023,2023-05-21,2023-05-24,3,2,1,579.96,Confirmed,False
B118918,19,Mediterraneum Valencia Ciutat,Spain,Valencia,12316,Andreas Russo,andreas.russo12316@example.com,agency,Standard,Half Board,05/04/2025,21-4-25,2025-04-24,3,2,2,511.0,Confirmed,False
B118919,21,Mediterraneum Bilbao Ria,Spain,Bilbao,19232,Luca Bianchi,luca.bianchi19232@example.com,Corporate,Family,Breakfast,22-10-24,2024-12-24,2024-12-26,2,2,0,305.21,Confirmed,False
B118920,30,Mediterraneum Roma Trastevere,Italy,Roma,24078,Antonio Sanchez,antonio.sanchez24078@example.com,agency,Superior,Breakfast,05/09/2024,15/09/2024,2024-09-20,5,1,0,1663.54,Confirmed,False
B118921,22,Mediterraneum San Sebastian,Spain,San Sebastian,24940,Ana Rossi,ana.rossi24940@example.com,Agency,Superior,Half Board,2023-01-09,2023-01-17,2023-01-18,1,2,1,175.41,Confirmed,False
B118922,32,Mediterraneum Venezia Grand,Italy,Venezia,20280,Maria Martinez,maria.martinez20280@example.com,Agency,Standard,Breakfast,2023-12-11,10-3-24,2024-03-13,3,2,2,403.02,Confirmed,False
B118923,13,Mediterraneum Lanzarote,Spain,Playa Blanca,24662,Paula Lopez,,Booking,Standard,Breakfast,20/07/2023,26/04/2024,29/04/2024,3,2,1,442.4,Confirmed,False
B118924,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,10769,Ana Romero,ana.romero10769@example.com,booking.com,Standard,Room Only,23-8-23,21/09/2023,2023-09-25,4,2,2,608.5,Confirmed,False
B118925,36,Mediterraneum Mykonos Beach,Greece,Mykonos,21087,Carlos Lopez,carlos.lopez21087@example.com,Booking,Suite,Half Board,2024-02-04,28/03/2024,2024-03-31,3,2,1,953.48,Cancelled,False
B118926,7,Mediterraneum Nerja Cliffs,Spain,Nerja,13813,Lucia Ferrari,lucia.ferrari13813@example.com,BOOKING,Superior,,2024-10-26,2025-01-02,5-1-25,3,2,0,466.14,Confirmed,False
B118927,10,Mediterraneum Tossa,Spain,Tossa de Mar,24583,Carlos Lopez,carlos.lopez24583@example.com,corporate,Family,Breakfast,2025-06-02,28/06/2025,01/07/2025,14,4,0,712.98,Confirmed,False
B118928,7,Mediterraneum Nerja Cliffs,Spain,Nerja,22163,Sofia Nikolaou,sofia.nikolaou22163@example.com,Booking,FAMILY,Breakfast,24/12/2024,9-1-25,2025-01-12,3,2,1,466.72,Confirmed,False
B118929,32,Mediterraneum Venezia Grand,Italy,Venezia,14940,Jose Garcia,jose.garcia14940@example.com,Booking,Standard,Breakfast,2023-02-05,2023-02-12,13-2-23,1,2,0,147.62,Confirmed,False
B118930,32,Mediterraneum Venezia Grand,Italy,Venezia,12628,Paula Ferrari,paula.ferrari12628@example.com,Direct,Superior,All Inclusive,17/06/2023,2023-08-09,2023-08-12,3,2,1,1432.1,Confirmed,False
B118931,7,Mediterraneum Nerja Cliffs,Spain,Nerja,17493,Marco Papadopoulos,marco.papadopoulos17493@example.com,Corporate,Family,Room Only,2023-09-30,2023-10-18,21/10/2023,3,2,0,663.65,Confirmed,False
B118932,6,Mediterraneum Malaga Port,Spain,Malaga,14414,Isabella Sanchez,isabella.sanchez14414@example.com,corporate,Suite,Breakfast,11-8-25,2025-08-23,2025-08-30,7,2,1,4343.83,Confirmed,False
B118933,29,Mediterraneum Cagliari Bay,Italy,Cagliari,16304,Carlos Ferrari,carlos.ferrari16304@example.com,Booking,Family,Half Board,2023-12-04,2023-12-10,13/12/2023,3,1,0,749.13,Cancelled,True
B118934,21,Mediterraneum Bilbao Ria,Spain,Bilbao,11778,Nikos Romero,nikos.romero11778@example.com,Booking,Standard,Breakfast,28/04/2025,15/07/2025,18/07/2025,3,2,0,732.24,Confirmed,False
B118935,7,Mediterraneum Nerja Cliffs,Spain,Nerja,24585,Antonio Rossi,antonio.rossi24585@example.com,Direct,Standard,All Inclusive,22/01/2023,2023-04-01,2023-04-03,2,4,2,404.58,Confirmed,False
B118936,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,11256,Antonio Lopez,antonio.lopez11256@example.com,Expedia,Standard,Breakfast,2024-10-31,2024-11-03,2024-11-04,1,2,0,107.2,Confirmed,False
B118937,22,Mediterraneum San Sebastian,Spain,San Sebastian,16909,  Nikos Romero ,nikos.romero16909@example.com,Agency,Standard,Breakfast,2025-03-19,2025-04-20,2025-04-23,1,4,2,369.7,Confirmed,False
B118938,25,Mediterraneum Ravello View,Italy,Ravello,19183,Sofia Papadopoulos,sofia.papadopoulos19183@example.com,Direct,Standard,Breakfast,14-2-23,2023-02-27,01/03/2023,2,2,0,221.28,Confirmed,False
B118939,16,Mediterraneum Madrid Salamanca,Spain,Madrid,18451,Carlos Sanchez,carlos.sanchez18451@example.com,Agency,Standard,Breakfast,2025-05-28,06/06/2025,2025-06-10,4,2,0,664.1,Confirmed,False
B118940,31,Mediterraneum Roma Veneto,Italy,Roma,10409,Andreas Lopez,andreas.lopez10409@example.com,booking.com,Standard,All Inclusive,2024-02-18,2024-03-26,28-3-24,2,4,0,387.45,Confirmed,False
B118941,31,Mediterraneum Roma Veneto,Italy,Roma,20887,  Ana Lopez ,ana.lopez20887@example.com,Direct,Standard,,4-7-23,17-8-23,2023-08-31,14,2,0,6223.62,Cancelled,True
B118942,26,Mediterraneum Taormina,Italy,Taormina,12789,Marco Dimitriou,marco.dimitriou12789@example.com,direct,Standard,Breakfast,2024-07-09,26/07/2024,2-8-24,7,2,0,2047.93,Confirmed,False
B118943,32,Mediterraneum Venezia Grand,Italy,Venezia,13727,Maria Nikolaou,maria.nikolaou13727@example.com,Corporate,Superior,Breakfast,2024-07-16,4-8-24,2024-08-11,7,2,1,3055.75,Confirmed,False
B118944,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,21531,Antonio Sanchez,antonio.sanchez21531@example.com,corporate,Superior,All Inclusive,2023-08-11,2023-08-15,2023-08-22,7,2,2,2585.6,Confirmed,False
B118945,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,16823,Ana Dimitriou,ana.dimitriou16823@example.com,booking.com,Standard,Half Board,2024-05-05,11/05/2024,2024-05-13,2,2,1,475.21,Confirmed,False
B118946,40,Mediterraneum Atenas Acropolis,Greece,Atenas,18141,Paula Lopez,paula.lopez18141@example.com,Corporate,Family,Breakfast,13/07/2024,29/07/2024,2024-08-01,3,4,0,1195.36,Confirmed,False
B118947,37,Mediterraneum Creta Heraklion,Greece,Heraklion,15249,Carlos Lopez,carlos.lopez15249@example.com,Agency,Standard,Half Board,2024-07-17,2024-12-26,29-12-24,3,2,0,437.79,Confirmed,False
B118948,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,14431,Jose Lopez,jose.lopez14431@example.com,Direct,Superior,Breakfast,2023-04-18,2023-04-21,23/04/2023,2,2,1,463.65,Confirmed,False
B118949,9,Mediterraneum Cadaques Art,Spain,Cadaques,23062,Pablo Russo,pablo.russo23062@example.com,Agency,Standard,Breakfast,2024-03-17,2024-04-11,2024-04-13,11,2,0,307.51,Confirmed,False
B118950,16,Mediterraneum Madrid Salamanca,Spain,Madrid,17960,  Nikos Bianchi ,nikos.bianchi17960@example.com,Booking,Standard,Half Board,08/06/2023,2023-09-15,18/09/2023,3,2,1,507.16,Cancelled,True
B118951,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,14514,Luca Sanchez,luca.sanchez14514@example.com,Expedia,Standard,Half Board,01/05/2023,2023-05-26,2023-05-28,2,2,0,369.74,Confirmed,False
B118952,4,Mediterraneum Formentera,Spain,Formentera,16555,Carlos Romero,carlos.romero16555@example.com,Direct,Standard,,2024-05-10,24/08/2024,2024-08-31,7,2,0,1737.39,Cancelled,True
B118953,5,Mediterraneum Marbella Grand,Spain,Marbella,19185,Dimitris Sanchez,dimitris.sanchez19185@example.com,agency,Family,Half Board,2025-09-10,2025-09-27,2-10-25,5,2,2,1362.81,Confirmed,False
B118954,16,Mediterraneum Madrid Salamanca,Spain,Madrid,20174,Maria Martinez,maria.martinez20174@example.com,Booking,Stndard,All Inclusive,2024-02-02,2024-02-19,2024-02-20,1,4,0,166.11,Confirmed,False
B118955,7,Mediterraneum Nerja Cliffs,Spain,Nerja,17809,Laura Garcia,laura.garcia17809@example.com,Booking,superior,Breakfast,20/06/2023,2023-07-10,2023-07-17,7,2,0,1912.77,Confirmed,False
B118956,30,Mediterraneum Roma Trastevere,Italy,Roma,23073,Lucia Garcia,lucia.garcia23073@example.com,agency,Family,Half Board,2025-06-07,2025-06-12,2025-06-16,4,1,0,1444.58,Confirmed,False
B118957,6,Mediterraneum Malaga Port,Spain,Malaga,16617,Isabella Nikolaou,isabella.nikolaou16617@example.com,Booking,Suite,Breakfast,13-6-25,2025-06-26,28-6-25,2,2,1,848.45,Confirmed,False
B118958,16,Mediterraneum Madrid Salamanca,Spain,Madrid,22453,Isabella Lopez,isabella.lopez22453@example.com,booking.com,Superior,Breakfast,2024-07-18,2024-08-05,12/08/2024,7,2,0,2646.63,Confirmed,False
B118959,14,Mediterraneum Fuerteventura,Spain,Corralejo,11059,Ana Rossi,ana.rossi11059@example.com,Booking,Suite,Room Only,29-4-24,07/05/2024,2024-05-08,1,4,0,265.31,Confirmed,False
B118960,15,Mediterraneum Madrid Centro,Spain,Madrid,10799,  Elena Papadopoulos ,elena.papadopoulos10799@example.com,Expedia,Standard,Breakfast,6-8-23,2023-09-12,2023-09-17,5,2,0,749.55,Confirmed,False
B118961,40,Mediterraneum Atenas Acropolis,Greece,Atenas,24335,Antonio Lopez,,Corporate,superior,Half Board,2024-08-15,19/08/2024,26/08/2024,7,4,0,2664.76,Confirmed,False
B118962,19,Mediterraneum Valencia Ciutat,Spain,Valencia,18066,Eleni Martinez,eleni.martinez18066@example.com,Expedia,Standard,Room Only,2025-01-11,21/02/2025,2025-02-25,4,2,0,322.36,Confirmed,False
B118963,13,Mediterraneum Lanzarote,Spain,Playa Blanca,24656,  Dimitris Garcia ,dimitris.garcia24656@example.com,Booking,Standard,Half Board,08/03/2023,14/03/2023,17/03/2023,3,1,0,388.88,Confirmed,False
B118964,23,Mediterraneum Positano Cliff,Italy,Positano,24778,Ana Sanchez,ana.sanchez24778@example.com,booking.com,Family,,26-8-25,29/09/2025,04/10/2025,5,4,0,1623.12,Confirmed,False
B118965,34,Mediterraneum Milano Duomo,Italy,Milano,23365,Carlos Dimitriou,carlos.dimitriou23365@example.com,Booking,Standard,,2024-08-20,2024-08-31,2024-09-05,5,3,1,1195.54,Cancelled,True
B118966,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,12478,Maria Ferrari,maria.ferrari12478@example.com,Direct,Standard,All Inclusive,2025-02-28,07/03/2025,2025-03-09,2,1,0,353.83,Cancelled,True
B118967,23,Mediterraneum Positano Cliff,Italy,Positano,20982,Antonio Sanchez,antonio.sanchez20982@example.com,direct,Superior,Breakfast,2024-10-06,2024-11-02,04/11/2024,2,4,0,292.76,Confirmed,False
B118968,21,Mediterraneum Bilbao Ria,Spain,Bilbao,11979,Laura Lopez,laura.lopez11979@example.com,Corporate,Standard,Breakfast,16/08/2025,2025-11-18,21/11/2025,3,2,0,274.63,Confirmed,True
B118969,4,Mediterraneum Formentera,Spain,Formentera,19989,Marco Lopez,marco.lopez19989@example.com,Expedia,Standard,All Inclusive,8-7-24,25/07/2024,2024-08-04,10,2,2,3583.46,Confirmed,False
B118970,16,Mediterraneum Madrid Salamanca,Spain,Madrid,10812,Marco Rossi,marco.rossi10812@example.com,Booking,Superior,Half Board,18-12-24,25/01/2025,2025-01-27,2,4,1,327.94,Confirmed,False
B118971,7,Mediterraneum Nerja Cliffs,Spain,Nerja,23152,Antonio Lopez,antonio.lopez23152@example.com,Agency,Superior,Half Board,2023-01-19,2023-02-20,2023-02-21,8,2,0,186.14,Confirmed,False
B118972,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,17801,Ana Garcia,ana.garcia17801@example.com,Corporate,Family,Half Board,2025-03-21,12/04/2025,2025-04-15,3,2,0,968.56,Cancelled,True
B118973,14,Mediterraneum Fuerteventura,Spain,Corralejo,12565,Lucia Russo,lucia.russo12565@example.com,Agency,Standard,All Inclusive,2023-01-10,21-1-23,23/01/2023,2,3,2,315.84,Confirmed,False
B118974,30,Mediterraneum Roma Trastevere,Italy,Roma,10958,Maria Sanchez,maria.sanchez10958@example.com,booking.com,Superior,Breakfast,2024-01-09,2024-02-09,2024-02-12,3,2,0,488.09,Confirmed,False
B118975,21,Mediterraneum Bilbao Ria,Spain,Bilbao,21666,Eleni Ferrari,eleni.ferrari21666@example.com,Direct,superior,All Inclusive,2023-01-28,2023-03-11,13/03/2023,2,2,0,408.54,Confirmed,False
B118976,19,Mediterraneum Valencia Ciutat,Spain,Valencia,23937,Laura Sanchez,laura.sanchez23937@example.com,DIRECT,Standard,Breakfast,25/05/2025,31/05/2025,2-6-25,2,3,2,251.0,Confirmed,False
B118977,36,Mediterraneum Mykonos Beach,Greece,Mykonos,22527,Luca Papadopoulos,luca.papadopoulos22527@example.com,Booking,Standard,Half Board,23/01/2025,2025-01-29,2025-02-01,3,3,0,355.04,Confirmed,False
B118978,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,23519,Andreas Lopez,andreas.lopez23519@example.com,Booking,Suite,Breakfast,2023-07-28,2023-07-30,2023-08-06,7,2,0,3672.69,Cancelled,True
B118979,23,Mediterraneum Positano Cliff,Italy,Positano,22696,Isabella Papadopoulos,isabella.papadopoulos22696@example.com,Booking,Suite,Breakfast,21-10-25,18-11-25,20/11/2025,2,3,2,581.97,Confirmed,False
B118980,8,Mediterraneum Roses Bay,Spain,Roses,22124,Pablo Bianchi,pablo.bianchi22124@example.com,Agency,Superior,,4-3-24,2024-04-07,2024-04-08,1,4,0,141.49,Confirmed,False
B118981,40,Mediterraneum Atenas Acropolis,Greece,Atenas,22153,Marco Sanchez,,Booking,Family,,2023-08-18,2023-09-12,2023-09-19,7,4,0,2345.87,Confirmed,True
B118982,23,Mediterraneum Positano Cliff,Italy,Positano,11944,Luca Romero,luca.romero11944@example.com,Booking,Family,Breakfast,2025-02-14,24/03/2025,2025-03-27,9,3,0,707.55,Confirmed,False
B118983,9,Mediterraneum Cadaques Art,Spain,Cadaques,24613,Maria Russo,maria.russo24613@example.com,Direct,Superior,All Inclusive,2024-10-21,21/11/2024,25-11-24,4,2,0,850.64,Cancelled,True
B118984,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,17342,Paula Rossi,paula.rossi17342@example.com,booking.com,Standard,All Inclusive,19/03/2023,2023-03-27,29/03/2023,2,4,0,266.11,Confirmed,False
B118985,6,Mediterraneum Malaga Port,Spain,Malaga,20849,Luca Papadopoulos,luca.papadopoulos20849@example.com,Agency,Standard,Room Only,2025-07-25,2025-08-13,2025-08-27,14,2,0,3828.98,Confirmed,False
B118986,5,Mediterraneum Marbella Grand,Spain,Marbella,23096,Giulia Dimitriou,giulia.dimitriou23096@example.com,Corporate,Superior,All Inclusive,2025-02-04,07/09/2025,2025-09-10,3,1,0,732.26,Confirmed,False
B118987,30,Mediterraneum Roma Trastevere,Italy,Roma,22446,Lucia Romero,lucia.romero22446@example.com,BOOKING,Standard,Breakfast,2024-05-31,2024-09-14,2024-09-18,4,4,0,914.4,Confirmed,False
B118988,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,23624,Lucia Bianchi,lucia.bianchi23624@example.com,corporate,Standard,All Inclusive,2023-06-28,2023-07-22,27-7-23,5,2,1,1443.41,Confirmed,False
B118989,27,Mediterraneum Palermo Centro,Italy,Palermo,13503,Jose Garcia,jose.garcia13503@example.com,Direct,STANDARD,Half Board,2025-03-30,19-5-25,23/05/2025,4,4,0,879.85,Cancelled,True
B118990,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,18068,Carlos Romero,carlos.romero18068@example.com,DIRECT,Standard,Breakfast,2024-12-01,5-1-25,08/01/2025,3,2,1,308.82,Confirmed,False
B118991,32,Mediterraneum Venezia Grand,Italy,Venezia,16503,Sofia Dimitriou,sofia.dimitriou16503@example.com,Direct,superior,All Inclusive,2-5-25,2025-06-10,2025-06-13,3,2,0,921.02,Confirmed,False
B118992,3,Mediterraneum Menorca Cove,Spain,Mahon,18883,Sofia Romero,sofia.romero18883@example.com,Corporate,Family,Half Board,2025-03-04,2025-05-12,2025-05-13,1,2,0,246.01,Confirmed,False
B118993,5,Mediterraneum Marbella Grand,Spain,Marbella,10978,Elena Lopez,elena.lopez10978@example.com,expedia,Family,Room Only,2025-02-27,2025-03-03,2025-03-04,1,2,0,161.95,NoShow,False
B118994,15,Mediterraneum Madrid Centro,Spain,Madrid,21672,Ana Ferrari,,Corporate,superior,Breakfast,2023-12-27,6-1-24,9-1-24,3,3,0,364.35,Confirmed,False
B118995,4,Mediterraneum Formentera,Spain,Formentera,11661,Carlos Ferrari,carlos.ferrari11661@example.com,booking.com,Family,Room Only,2024-01-04,15/01/2024,17/01/2024,2,3,0,302.19,Confirmed,False
B118996,14,Mediterraneum Fuerteventura,Spain,Corralejo,16284,Marco Martinez,marco.martinez16284@example.com,direct,Superior,Room Only,2024-10-19,10-11-24,2024-11-11,1,4,0,110.92,Confirmed,False
B118997,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,13036,Francesco Russo,francesco.russo13036@example.com,Direct,Standard,Breakfast,05/08/2024,2024-08-14,2024-08-24,10,4,0,2149.63,Confirmed,False
B118998,16,Mediterraneum Madrid Salamanca,Spain,Madrid,10208,Elena Dimitriou,elena.dimitriou10208@example.com,Expedia,Standard,Breakfast,2023-03-18,2023-03-30,03/04/2023,4,2,1,416.6,Confirmed,False
B118999,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,18264,Giulia Rossi,giulia.rossi18264@example.com,BOOKING,Superior,Breakfast,2024-07-30,2025-04-25,28-4-25,3,1,0,563.89,Confirmed,False
B119000,32,Mediterraneum Venezia Grand,Italy,Venezia,16081,  Marco Dimitriou ,marco.dimitriou16081@example.com,Booking,Family,Half Board,2024-09-04,2025-02-06,2025-02-08,2,2,0,453.96,Confirmed,False
B119001,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,23333,Eleni Sanchez,eleni.sanchez23333@example.com,agency,Standard,Half Board,2025-04-20,25/06/2025,2025-06-28,3,2,0,682.67,Confirmed,False
B119002,36,Mediterraneum Mykonos Beach,Greece,Mykonos,10902,Sofia Dimitriou,sofia.dimitriou10902@example.com,Booking,Superior,Half Board,2023-10-11,20/11/2023,2023-11-23,3,4,0,628.89,Cancelled,True
B119003,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,24086,Elena Sanchez,elena.sanchez24086@example.com,Booking,Family,Breakfast,6-6-25,21/06/2025,23/06/2025,2,4,0,509.17,Confirmed,False
B119004,12,Mediterraneum Gran Canaria,Spain,Maspalomas,21904,Paula Russo,paula.russo21904@example.com,Booking,Standard,Breakfast,08/02/2023,2023-03-02,06/03/2023,4,2,0,364.86,Confirmed,False
B119005,14,Mediterraneum Fuerteventura,Spain,Corralejo,18316,Ana Rossi,ana.rossi18316@example.com,direct,Suite,Breakfast,2025-06-06,2025-07-29,2025-08-12,14,1,1,8165.17,Confirmed,False
B119006,10,Mediterraneum Tossa,Spain,Tossa de Mar,11447,Carlos Sanchez,carlos.sanchez11447@example.com,booking.com,Superior,Breakfast,05/03/2023,2023-04-17,18/04/2023,1,4,0,179.5,Confirmed,False
B119007,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,19676,Giulia Lopez,giulia.lopez19676@example.com,Booking,Standard,Breakfast,2024-04-18,2024-07-16,2024-07-21,5,2,0,1054.55,Confirmed,False
B119008,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,23883,Luca Ferrari,luca.ferrari23883@example.com,Booking,Stndard,Breakfast,03/03/2024,22-3-24,25/03/2024,2,4,0,293.13,Confirmed,False
B119009,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,21930,Maria Nikolaou,maria.nikolaou21930@example.com,Booking,Superior,Half Board,2023-01-02,2023-02-05,2023-02-09,4,2,0,782.07,Cancelled,True
B119010,12,Mediterraneum Gran Canaria,Spain,Maspalomas,11010,Francesco Romero,francesco.romero11010@example.com,Booking,Superior,Room Only,2023-06-24,30/06/2023,04/07/2023,4,2,0,775.66,Confirmed,False
B119011,37,Mediterraneum Creta Heraklion,Greece,Heraklion,10826,Pablo Russo,pablo.russo10826@example.com,Booking,Superior,Breakfast,23/03/2023,2023-05-02,03/05/2023,1,2,2,189.73,Confirmed,False
B119012,34,Mediterraneum Milano Duomo,Italy,Milano,10094,Andreas Nikolaou,,booking.com,Family,All Inclusive,23/11/2024,2024-12-12,2024-12-15,3,2,1,828.79,Confirmed,False
B119013,1,Mediterraneum Palma Bay,Spain,Palma,23118,Laura Nikolaou,laura.nikolaou23118@example.com,Direct,Standard,Half Board,16/01/2024,26/01/2024,27/01/2024,1,1,0,133.22,Confirmed,False
B119014,23,Mediterraneum Positano Cliff,Italy,Positano,24714,Marco Romero,marco.romero24714@example.com,DIRECT,Suite,Room Only,03/06/2024,2024-06-12,2024-06-17,5,1,1,2069.76,Cancelled,True
B119015,7,Mediterraneum Nerja Cliffs,Spain,Nerja,23111,Isabella Lopez,isabella.lopez23111@example.com,DIRECT,Standard,Half Board,14/03/2024,1-4-24,2024-04-03,2,4,0,293.02,Cancelled,True
B119016,38,Mediterraneum Creta Chania,Greece,Chania,20311,Antonio Dimitriou,antonio.dimitriou20311@example.com,direct,Standard,Room Only,2023-10-22,2023-11-02,2023-11-04,2,2,1,189.77,Confirmed,False
B119017,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,19206,Sofia Garcia,sofia.garcia19206@example.com,Booking,Stndard,Breakfast,2025-07-12,24-7-25,2025-07-31,18,3,0,1858.75,Confirmed,False
B119018,16,Mediterraneum Madrid Salamanca,Spain,Madrid,21479,Maria Rossi,maria.rossi21479@example.com,Agency,Standard,Room Only,15/04/2025,2025-05-08,11-5-25,3,2,2,354.81,Confirmed,True
